Geneid	Chr	Start	End	Strand
all_samples_summits_56897	chr19	44036347	44036847	.
all_samples_summits_56898	chr19	44069519	44070019	.
all_samples_summits_56899	chr19	44107246	44107746	.
all_samples_summits_56900	chr19	44135631	44136131	.
all_samples_summits_56901	chr19	44193810	44194310	.
all_samples_summits_56902	chr19	44195091	44195591	.
all_samples_summits_56903	chr19	44237463	44237963	.
all_samples_summits_56904	chr19	44245750	44246250	.
all_samples_summits_56905	chr19	44246551	44247051	.
all_samples_summits_56906	chr19	44247239	44247739	.
all_samples_summits_56907	chr19	44248123	44248623	.
all_samples_summits_56908	chr19	44248639	44249139	.
all_samples_summits_56909	chr19	44266835	44267335	.
all_samples_summits_56910	chr19	44280741	44281241	.
all_samples_summits_56911	chr19	44283002	44283502	.
all_samples_summits_56912	chr19	44284014	44284514	.
all_samples_summits_56913	chr19	44284614	44285114	.
all_samples_summits_56914	chr19	44286021	44286521	.
all_samples_summits_56915	chr19	44293754	44294254	.
all_samples_summits_56916	chr19	44294644	44295144	.
all_samples_summits_56917	chr19	44295173	44295673	.
all_samples_summits_56918	chr19	44303493	44303993	.
all_samples_summits_56919	chr19	44314435	44314935	.
all_samples_summits_56920	chr19	44363429	44363929	.
all_samples_summits_56921	chr19	44372917	44373417	.
all_samples_summits_56922	chr19	44377872	44378372	.
all_samples_summits_56923	chr19	44380032	44380532	.
all_samples_summits_56924	chr19	44387084	44387584	.
all_samples_summits_56925	chr19	44387676	44388176	.
all_samples_summits_56926	chr19	44388389	44388889	.
all_samples_summits_56927	chr19	44388936	44389436	.
all_samples_summits_56928	chr19	44393859	44394359	.
all_samples_summits_56929	chr19	44399800	44400300	.
all_samples_summits_56930	chr19	44407618	44408118	.
all_samples_summits_56931	chr19	44408142	44408642	.
all_samples_summits_56932	chr19	44410220	44410720	.
all_samples_summits_56933	chr19	44417456	44417956	.
all_samples_summits_56934	chr19	44417974	44418474	.
all_samples_summits_56935	chr19	44418728	44419228	.
all_samples_summits_56936	chr19	44422165	44422665	.
all_samples_summits_56937	chr19	44427314	44427814	.
all_samples_summits_56938	chr19	44457454	44457954	.
all_samples_summits_56939	chr19	44474082	44474582	.
all_samples_summits_56940	chr19	44487209	44487709	.
all_samples_summits_56941	chr19	44544687	44545187	.
all_samples_summits_56942	chr19	44555187	44555687	.
all_samples_summits_56943	chr19	44562568	44563068	.
all_samples_summits_56944	chr19	44563873	44564373	.
all_samples_summits_56945	chr19	44567660	44568160	.
all_samples_summits_56946	chr19	44582609	44583109	.
all_samples_summits_56947	chr19	44708835	44709335	.
all_samples_summits_56948	chr19	44750714	44751214	.
all_samples_summits_56949	chr19	44895219	44895719	.
all_samples_summits_56950	chr19	44930851	44931351	.
all_samples_summits_56951	chr19	44931575	44932075	.
all_samples_summits_56952	chr19	45161063	45161563	.
all_samples_summits_56953	chr19	45220491	45220991	.
all_samples_summits_56954	chr19	45221046	45221546	.
all_samples_summits_56955	chr19	45363327	45363827	.
all_samples_summits_56956	chr19	45363952	45364452	.
all_samples_summits_56957	chr19	45435987	45436487	.
all_samples_summits_56958	chr19	45480795	45481295	.
all_samples_summits_56959	chr19	45530123	45530623	.
all_samples_summits_56960	chr19	45544913	45545413	.
all_samples_summits_56961	chr19	45560342	45560842	.
all_samples_summits_56962	chr19	45573753	45574253	.
all_samples_summits_56963	chr19	45708629	45709129	.
all_samples_summits_56964	chr19	45746288	45746788	.
all_samples_summits_56965	chr19	45747414	45747914	.
all_samples_summits_56966	chr19	45749353	45749853	.
all_samples_summits_56967	chr19	45782581	45783081	.
all_samples_summits_56968	chr19	45783418	45783918	.
all_samples_summits_56969	chr19	45784112	45784612	.
all_samples_summits_56970	chr19	45790530	45791030	.
all_samples_summits_56971	chr19	45804931	45805431	.
all_samples_summits_56972	chr19	45812092	45812592	.
all_samples_summits_56973	chr19	45998352	45998852	.
all_samples_summits_56974	chr19	46003243	46003743	.
all_samples_summits_56975	chr19	46014496	46014996	.
all_samples_summits_56976	chr19	46024870	46025370	.
all_samples_summits_56977	chr19	46039389	46039889	.
all_samples_summits_56978	chr19	46041908	46042408	.
all_samples_summits_56979	chr19	46044238	46044738	.
all_samples_summits_56980	chr19	46045031	46045531	.
all_samples_summits_56981	chr19	46045662	46046162	.
all_samples_summits_56982	chr19	46056267	46056767	.
all_samples_summits_56983	chr19	46056945	46057445	.
all_samples_summits_56984	chr19	46075675	46076175	.
all_samples_summits_56985	chr19	46135227	46135727	.
all_samples_summits_56986	chr19	46136304	46136804	.
all_samples_summits_56987	chr19	46137088	46137588	.
all_samples_summits_56988	chr19	46148285	46148785	.
all_samples_summits_56989	chr19	46152164	46152664	.
all_samples_summits_56990	chr19	46303783	46304283	.
all_samples_summits_56991	chr19	46304329	46304829	.
all_samples_summits_56992	chr19	46305399	46305899	.
all_samples_summits_56993	chr19	46308971	46309471	.
all_samples_summits_56994	chr19	46314201	46314701	.
all_samples_summits_56995	chr19	46314829	46315329	.
all_samples_summits_56996	chr19	46319044	46319544	.
all_samples_summits_56997	chr19	46326871	46327371	.
all_samples_summits_56998	chr19	46327920	46328420	.
all_samples_summits_56999	chr19	46328576	46329076	.
all_samples_summits_57000	chr19	46329877	46330377	.
all_samples_summits_57001	chr19	46338497	46338997	.
all_samples_summits_57002	chr19	46339614	46340114	.
all_samples_summits_57003	chr19	46340698	46341198	.
all_samples_summits_57004	chr19	46348708	46349208	.
all_samples_summits_57005	chr19	46349610	46350110	.
all_samples_summits_57006	chr19	46350123	46350623	.
all_samples_summits_57007	chr19	46356621	46357121	.
all_samples_summits_57008	chr19	46357243	46357743	.
all_samples_summits_57009	chr19	46357814	46358314	.
all_samples_summits_57010	chr19	46369152	46369652	.
all_samples_summits_57011	chr19	46374602	46375102	.
all_samples_summits_57012	chr19	46375374	46375874	.
all_samples_summits_57013	chr19	46391998	46392498	.
all_samples_summits_57014	chr19	46394986	46395486	.
all_samples_summits_57015	chr19	46395524	46396024	.
all_samples_summits_57016	chr19	46396602	46397102	.
all_samples_summits_57017	chr19	46444171	46444671	.
all_samples_summits_57018	chr19	46445599	46446099	.
all_samples_summits_57019	chr19	46452406	46452906	.
all_samples_summits_57020	chr19	46454135	46454635	.
all_samples_summits_57021	chr19	46457975	46458475	.
all_samples_summits_57022	chr19	46459266	46459766	.
all_samples_summits_57023	chr19	46459876	46460376	.
all_samples_summits_57024	chr19	46470709	46471209	.
all_samples_summits_57025	chr19	46471546	46472046	.
all_samples_summits_57026	chr19	46478200	46478700	.
all_samples_summits_57027	chr19	46478740	46479240	.
all_samples_summits_57028	chr19	46479670	46480170	.
all_samples_summits_57029	chr19	46481832	46482332	.
all_samples_summits_57030	chr19	46482781	46483281	.
all_samples_summits_57031	chr19	46483860	46484360	.
all_samples_summits_57032	chr19	46484387	46484887	.
all_samples_summits_57033	chr19	46489391	46489891	.
all_samples_summits_57034	chr19	46499652	46500152	.
all_samples_summits_57035	chr19	46500655	46501155	.
all_samples_summits_57036	chr19	46501522	46502022	.
all_samples_summits_57037	chr19	46502035	46502535	.
all_samples_summits_57038	chr19	46502629	46503129	.
all_samples_summits_57039	chr19	46503461	46503961	.
all_samples_summits_57040	chr19	46504268	46504768	.
all_samples_summits_57041	chr19	46505025	46505525	.
all_samples_summits_57042	chr19	46505626	46506126	.
all_samples_summits_57043	chr19	46509134	46509634	.
all_samples_summits_57044	chr19	46510725	46511225	.
all_samples_summits_57045	chr19	46511243	46511743	.
all_samples_summits_57046	chr19	46512017	46512517	.
all_samples_summits_57047	chr19	46522443	46522943	.
all_samples_summits_57048	chr19	46523046	46523546	.
all_samples_summits_57049	chr19	46523762	46524262	.
all_samples_summits_57050	chr19	46524450	46524950	.
all_samples_summits_57051	chr19	46528321	46528821	.
all_samples_summits_57052	chr19	46528859	46529359	.
all_samples_summits_57053	chr19	46531613	46532113	.
all_samples_summits_57054	chr19	46538169	46538669	.
all_samples_summits_57055	chr19	46547009	46547509	.
all_samples_summits_57056	chr19	46558570	46559070	.
all_samples_summits_57057	chr19	46562088	46562588	.
all_samples_summits_57058	chr19	46562834	46563334	.
all_samples_summits_57059	chr19	46572482	46572982	.
all_samples_summits_57060	chr19	46573106	46573606	.
all_samples_summits_57061	chr19	46587790	46588290	.
all_samples_summits_57062	chr19	46598738	46599238	.
all_samples_summits_57063	chr19	46599394	46599894	.
all_samples_summits_57064	chr19	46613123	46613623	.
all_samples_summits_57065	chr19	46615713	46616213	.
all_samples_summits_57066	chr19	46619786	46620286	.
all_samples_summits_57067	chr19	46623005	46623505	.
all_samples_summits_57068	chr19	46624066	46624566	.
all_samples_summits_57069	chr19	46628272	46628772	.
all_samples_summits_57070	chr19	46641679	46642179	.
all_samples_summits_57071	chr19	46645615	46646115	.
all_samples_summits_57072	chr19	46689893	46690393	.
all_samples_summits_57073	chr19	46707247	46707747	.
all_samples_summits_57074	chr19	46707823	46708323	.
all_samples_summits_57075	chr19	46747742	46748242	.
all_samples_summits_57076	chr19	46755062	46755562	.
all_samples_summits_57077	chr19	46761140	46761640	.
all_samples_summits_57078	chr19	46762120	46762620	.
all_samples_summits_57079	chr19	46777898	46778398	.
all_samples_summits_57080	chr19	46783970	46784470	.
all_samples_summits_57081	chr19	46784530	46785030	.
all_samples_summits_57082	chr19	46791841	46792341	.
all_samples_summits_57083	chr19	46792368	46792868	.
all_samples_summits_57084	chr19	46800125	46800625	.
all_samples_summits_57085	chr19	46801468	46801968	.
all_samples_summits_57086	chr19	46804679	46805179	.
all_samples_summits_57087	chr19	46869435	46869935	.
all_samples_summits_57088	chr19	46875778	46876278	.
all_samples_summits_57089	chr19	46878304	46878804	.
all_samples_summits_57090	chr19	46886837	46887337	.
all_samples_summits_57091	chr19	46892864	46893364	.
all_samples_summits_57092	chr19	46899221	46899721	.
all_samples_summits_57093	chr19	46899818	46900318	.
all_samples_summits_57094	chr19	46946523	46947023	.
all_samples_summits_57095	chr19	46960577	46961077	.
all_samples_summits_57096	chr19	46961251	46961751	.
all_samples_summits_57097	chr19	46962363	46962863	.
all_samples_summits_57098	chr19	46968901	46969401	.
all_samples_summits_57099	chr19	46969543	46970043	.
all_samples_summits_57100	chr19	46970373	46970873	.
all_samples_summits_57101	chr19	46970895	46971395	.
all_samples_summits_57102	chr19	46979175	46979675	.
all_samples_summits_57103	chr19	46982295	46982795	.
all_samples_summits_57104	chr19	46983167	46983667	.
all_samples_summits_57105	chr19	46983685	46984185	.
all_samples_summits_57106	chr19	46985142	46985642	.
all_samples_summits_57107	chr19	46987619	46988119	.
all_samples_summits_57108	chr19	46988198	46988698	.
all_samples_summits_57109	chr19	46988796	46989296	.
all_samples_summits_57110	chr19	46989822	46990322	.
all_samples_summits_57111	chr19	46991028	46991528	.
all_samples_summits_57112	chr19	47050130	47050630	.
all_samples_summits_57113	chr19	47050698	47051198	.
all_samples_summits_57114	chr19	47067480	47067980	.
all_samples_summits_57115	chr19	47068197	47068697	.
all_samples_summits_57116	chr19	47090477	47090977	.
all_samples_summits_57117	chr19	47168151	47168651	.
all_samples_summits_57118	chr19	47168948	47169448	.
all_samples_summits_57119	chr19	47176881	47177381	.
all_samples_summits_57120	chr19	47177931	47178431	.
all_samples_summits_57121	chr19	47178756	47179256	.
all_samples_summits_57122	chr19	47184687	47185187	.
all_samples_summits_57123	chr19	47219577	47220077	.
all_samples_summits_57124	chr19	47220165	47220665	.
all_samples_summits_57125	chr19	47220905	47221405	.
all_samples_summits_57126	chr19	47232490	47232990	.
all_samples_summits_57127	chr19	47259510	47260010	.
all_samples_summits_57128	chr19	47264250	47264750	.
all_samples_summits_57129	chr19	47302241	47302741	.
all_samples_summits_57130	chr19	47314558	47315058	.
all_samples_summits_57131	chr19	47315484	47315984	.
all_samples_summits_57132	chr19	47330557	47331057	.
all_samples_summits_57133	chr19	47337767	47338267	.
all_samples_summits_57134	chr19	47356522	47357022	.
all_samples_summits_57135	chr19	47421172	47421672	.
all_samples_summits_57136	chr19	47421674	47422174	.
all_samples_summits_57137	chr19	47446106	47446606	.
all_samples_summits_57138	chr19	47464230	47464730	.
all_samples_summits_57139	chr19	47485898	47486398	.
all_samples_summits_57140	chr19	47491930	47492430	.
all_samples_summits_57141	chr19	47503522	47504022	.
all_samples_summits_57142	chr19	47507142	47507642	.
all_samples_summits_57143	chr19	47507729	47508229	.
all_samples_summits_57144	chr19	47508938	47509438	.
all_samples_summits_57145	chr19	47509460	47509960	.
all_samples_summits_57146	chr19	47510302	47510802	.
all_samples_summits_57147	chr19	47512890	47513390	.
all_samples_summits_57148	chr19	47515029	47515529	.
all_samples_summits_57149	chr19	47526515	47527015	.
all_samples_summits_57150	chr19	47536901	47537401	.
all_samples_summits_57151	chr19	47537856	47538356	.
all_samples_summits_57152	chr19	47538643	47539143	.
all_samples_summits_57153	chr19	47578562	47579062	.
all_samples_summits_57154	chr19	47579363	47579863	.
all_samples_summits_57155	chr19	47580760	47581260	.
all_samples_summits_57156	chr19	47730509	47731009	.
all_samples_summits_57157	chr19	47731428	47731928	.
all_samples_summits_57158	chr19	47755566	47756066	.
all_samples_summits_57159	chr19	47795238	47795738	.
all_samples_summits_57160	chr19	47821098	47821598	.
all_samples_summits_57161	chr19	47824069	47824569	.
all_samples_summits_57162	chr19	47834546	47835046	.
all_samples_summits_57163	chr19	47837155	47837655	.
all_samples_summits_57164	chr19	47853846	47854346	.
all_samples_summits_57165	chr19	47854732	47855232	.
all_samples_summits_57166	chr19	47865506	47866006	.
all_samples_summits_57167	chr19	47882442	47882942	.
all_samples_summits_57168	chr19	47885128	47885628	.
all_samples_summits_57169	chr19	47901026	47901526	.
all_samples_summits_57170	chr19	47901677	47902177	.
all_samples_summits_57171	chr19	47917949	47918449	.
all_samples_summits_57172	chr19	47919059	47919559	.
all_samples_summits_57173	chr19	47919860	47920360	.
all_samples_summits_57174	chr19	47928989	47929489	.
all_samples_summits_57175	chr19	47931290	47931790	.
all_samples_summits_57176	chr19	47932182	47932682	.
all_samples_summits_57177	chr19	47934556	47935056	.
all_samples_summits_57178	chr19	47937383	47937883	.
all_samples_summits_57179	chr19	53008280	53008780	.
all_samples_summits_57180	chr19	53019615	53020115	.
all_samples_summits_57181	chr19	53031993	53032493	.
all_samples_summits_57182	chr19	53038344	53038844	.
all_samples_summits_57183	chr19	53039006	53039506	.
all_samples_summits_57184	chr19	53040206	53040706	.
all_samples_summits_57185	chr19	53041047	53041547	.
all_samples_summits_57186	chr19	53074813	53075313	.
all_samples_summits_57187	chr19	53075989	53076489	.
all_samples_summits_57188	chr19	53076595	53077095	.
all_samples_summits_57189	chr19	53080455	53080955	.
all_samples_summits_57190	chr19	53105649	53106149	.
all_samples_summits_57191	chr19	53135897	53136397	.
all_samples_summits_57192	chr19	53141313	53141813	.
all_samples_summits_57193	chr19	53142296	53142796	.
all_samples_summits_57194	chr19	53142974	53143474	.
all_samples_summits_57195	chr19	53181019	53181519	.
all_samples_summits_57196	chr19	53310201	53310701	.
all_samples_summits_57197	chr19	53312861	53313361	.
all_samples_summits_57198	chr19	53314000	53314500	.
all_samples_summits_57199	chr19	53314632	53315132	.
all_samples_summits_57200	chr19	53325534	53326034	.
all_samples_summits_57201	chr19	53329267	53329767	.
all_samples_summits_57202	chr19	53330035	53330535	.
all_samples_summits_57203	chr19	53364876	53365376	.
all_samples_summits_57204	chr19	53369636	53370136	.
all_samples_summits_57205	chr19	53390408	53390908	.
all_samples_summits_57206	chr19	53405677	53406177	.
all_samples_summits_57207	chr19	53412045	53412545	.
all_samples_summits_57208	chr19	53421235	53421735	.
all_samples_summits_57209	chr19	53433791	53434291	.
all_samples_summits_57210	chr19	53451359	53451859	.
all_samples_summits_57211	chr19	53460283	53460783	.
all_samples_summits_57212	chr19	53460862	53461362	.
all_samples_summits_57213	chr19	53464665	53465165	.
all_samples_summits_57214	chr19	53482439	53482939	.
all_samples_summits_57215	chr19	53490843	53491343	.
all_samples_summits_57216	chr19	53500637	53501137	.
all_samples_summits_57217	chr19	53511550	53512050	.
all_samples_summits_57218	chr19	53517235	53517735	.
all_samples_summits_57219	chr19	53528799	53529299	.
all_samples_summits_57220	chr19	53531380	53531880	.
all_samples_summits_57221	chr19	53531997	53532497	.
all_samples_summits_57222	chr19	53538716	53539216	.
all_samples_summits_57223	chr19	53539364	53539864	.
all_samples_summits_57224	chr19	53552730	53553230	.
all_samples_summits_57225	chr19	53554436	53554936	.
all_samples_summits_57226	chr19	53555235	53555735	.
all_samples_summits_57227	chr19	53557174	53557674	.
all_samples_summits_57228	chr19	53565826	53566326	.
all_samples_summits_57229	chr19	53578864	53579364	.
all_samples_summits_57230	chr19	53599787	53600287	.
all_samples_summits_57231	chr19	53600371	53600871	.
all_samples_summits_57232	chr19	53653455	53653955	.
all_samples_summits_57233	chr19	53680794	53681294	.
all_samples_summits_57234	chr19	53903073	53903573	.
all_samples_summits_57235	chr19	53921901	53922401	.
all_samples_summits_57236	chr19	53944361	53944861	.
all_samples_summits_57237	chr19	53945272	53945772	.
all_samples_summits_57238	chr19	54040267	54040767	.
all_samples_summits_57239	chr19	54982716	54983216	.
all_samples_summits_57240	chr19	55099179	55099679	.
all_samples_summits_57241	chr19	55134403	55134903	.
all_samples_summits_57242	chr19	55168239	55168739	.
all_samples_summits_57243	chr19	55192450	55192950	.
all_samples_summits_57244	chr19	55193900	55194400	.
all_samples_summits_57245	chr19	55198265	55198765	.
all_samples_summits_57246	chr19	55213839	55214339	.
all_samples_summits_57247	chr19	55216805	55217305	.
all_samples_summits_57248	chr19	55217428	55217928	.
all_samples_summits_57249	chr19	55218389	55218889	.
all_samples_summits_57250	chr19	55219265	55219765	.
all_samples_summits_57251	chr19	55232077	55232577	.
all_samples_summits_57252	chr19	55244891	55245391	.
all_samples_summits_57253	chr19	55251887	55252387	.
all_samples_summits_57254	chr19	55253184	55253684	.
all_samples_summits_57255	chr19	55253686	55254186	.
all_samples_summits_57256	chr19	55257942	55258442	.
all_samples_summits_57257	chr19	55259253	55259753	.
all_samples_summits_57258	chr19	55260647	55261147	.
all_samples_summits_57259	chr19	55268193	55268693	.
all_samples_summits_57260	chr19	55268988	55269488	.
all_samples_summits_57261	chr19	55271362	55271862	.
all_samples_summits_57262	chr19	55297911	55298411	.
all_samples_summits_57263	chr19	55298611	55299111	.
all_samples_summits_57264	chr19	55315285	55315785	.
all_samples_summits_57265	chr19	55316072	55316572	.
all_samples_summits_57266	chr19	55332553	55333053	.
all_samples_summits_57267	chr19	55423893	55424393	.
all_samples_summits_57268	chr19	55440326	55440826	.
all_samples_summits_57269	chr19	55463629	55464129	.
all_samples_summits_57270	chr19	55542409	55542909	.
all_samples_summits_57271	chr19	55545512	55546012	.
all_samples_summits_57272	chr19	55643118	55643618	.
all_samples_summits_57273	chr19	55713898	55714398	.
all_samples_summits_57274	chr19	55741395	55741895	.
all_samples_summits_57275	chr19	55742358	55742858	.
all_samples_summits_57276	chr19	55743463	55743963	.
all_samples_summits_57277	chr19	55754174	55754674	.
all_samples_summits_57278	chr19	55784762	55785262	.
all_samples_summits_57279	chr19	55795318	55795818	.
all_samples_summits_57280	chr19	55865675	55866175	.
all_samples_summits_57281	chr19	55876493	55876993	.
all_samples_summits_57282	chr19	56294944	56295444	.
all_samples_summits_57283	chr19	56349326	56349826	.
all_samples_summits_57284	chr19	56356433	56356933	.
all_samples_summits_57285	chr19	56396974	56397474	.
all_samples_summits_57286	chr19	56400161	56400661	.
all_samples_summits_57287	chr19	56547782	56548282	.
all_samples_summits_57288	chr19	56548332	56548832	.
all_samples_summits_57289	chr19	56565995	56566495	.
all_samples_summits_57290	chr19	56579830	56580330	.
all_samples_summits_57291	chr19	56588262	56588762	.
all_samples_summits_57292	chr19	56601887	56602387	.
all_samples_summits_57293	chr19	56630954	56631454	.
all_samples_summits_57294	chr19	56631552	56632052	.
all_samples_summits_57295	chr19	56651943	56652443	.
all_samples_summits_57296	chr19	56652500	56653000	.
all_samples_summits_57297	chr19	56660797	56661297	.
all_samples_summits_57298	chr19	56661324	56661824	.
all_samples_summits_57299	chr19	56662837	56663337	.
all_samples_summits_57300	chr19	56663466	56663966	.
all_samples_summits_57301	chr19	56664063	56664563	.
all_samples_summits_57302	chr19	56665052	56665552	.
all_samples_summits_57303	chr19	56668929	56669429	.
all_samples_summits_57304	chr19	56700768	56701268	.
all_samples_summits_57305	chr19	56703563	56704063	.
all_samples_summits_57306	chr19	56705281	56705781	.
all_samples_summits_57307	chr19	56721698	56722198	.
all_samples_summits_57308	chr19	56722599	56723099	.
all_samples_summits_57309	chr19	56723499	56723999	.
all_samples_summits_57310	chr19	56744126	56744626	.
all_samples_summits_57311	chr19	56759667	56760167	.
all_samples_summits_57312	chr19	56776917	56777417	.
all_samples_summits_57313	chr19	56798712	56799212	.
all_samples_summits_57314	chr19	56801216	56801716	.
all_samples_summits_57315	chr19	56807104	56807604	.
all_samples_summits_57316	chr19	56811439	56811939	.
all_samples_summits_57317	chr19	56822018	56822518	.
all_samples_summits_57318	chr19	56829216	56829716	.
all_samples_summits_57319	chr19	56874119	56874619	.
all_samples_summits_57320	chr19	56915071	56915571	.
all_samples_summits_57321	chr19	56919562	56920062	.
all_samples_summits_57322	chr19	56939786	56940286	.
all_samples_summits_57323	chr19	56994617	56995117	.
all_samples_summits_57324	chr19	57008372	57008872	.
all_samples_summits_57325	chr19	57014762	57015262	.
all_samples_summits_57326	chr19	57055475	57055975	.
all_samples_summits_57327	chr19	57073420	57073920	.
all_samples_summits_57328	chr19	57079261	57079761	.
all_samples_summits_57329	chr19	57098118	57098618	.
all_samples_summits_57330	chr19	57105110	57105610	.
all_samples_summits_57331	chr19	57116872	57117372	.
all_samples_summits_57332	chr19	57118761	57119261	.
all_samples_summits_57333	chr19	57136210	57136710	.
all_samples_summits_57334	chr19	57157888	57158388	.
all_samples_summits_57335	chr19	57174495	57174995	.
all_samples_summits_57336	chr19	57180779	57181279	.
all_samples_summits_57337	chr19	57182150	57182650	.
all_samples_summits_57338	chr19	57193881	57194381	.
all_samples_summits_57339	chr19	57196541	57197041	.
all_samples_summits_57340	chr19	57197239	57197739	.
all_samples_summits_57341	chr19	57199335	57199835	.
all_samples_summits_57342	chr19	57203981	57204481	.
all_samples_summits_57343	chr19	57206843	57207343	.
all_samples_summits_57344	chr19	57238346	57238846	.
all_samples_summits_57345	chr19	57239065	57239565	.
all_samples_summits_57346	chr19	57241313	57241813	.
all_samples_summits_57347	chr19	57243163	57243663	.
all_samples_summits_57348	chr19	57273182	57273682	.
all_samples_summits_57349	chr19	57274641	57275141	.
all_samples_summits_57350	chr19	57275148	57275648	.
all_samples_summits_57351	chr19	57313788	57314288	.
all_samples_summits_57352	chr19	57314620	57315120	.
all_samples_summits_57353	chr19	57320947	57321447	.
all_samples_summits_57354	chr19	57322406	57322906	.
all_samples_summits_57355	chr19	57358283	57358783	.
all_samples_summits_57356	chr19	57360555	57361055	.
all_samples_summits_57357	chr19	57361230	57361730	.
all_samples_summits_57358	chr19	57364930	57365430	.
all_samples_summits_57359	chr19	57367113	57367613	.
all_samples_summits_57360	chr19	57404097	57404597	.
all_samples_summits_57361	chr19	57452677	57453177	.
all_samples_summits_57362	chr19	57473336	57473836	.
all_samples_summits_57363	chr19	57482759	57483259	.
all_samples_summits_57364	chr19	57600235	57600735	.
all_samples_summits_57365	chr19	57609099	57609599	.
all_samples_summits_57366	chr19	57609679	57610179	.
all_samples_summits_57367	chr19	57610721	57611221	.
all_samples_summits_57368	chr19	57611233	57611733	.
all_samples_summits_57369	chr19	57627237	57627737	.
all_samples_summits_57370	chr19	57762535	57763035	.
all_samples_summits_57371	chr19	57868324	57868824	.
all_samples_summits_57372	chr19	57939061	57939561	.
all_samples_summits_57373	chr19	58165502	58166002	.
all_samples_summits_57374	chr19	58382464	58382964	.
all_samples_summits_57375	chr19	58523995	58524495	.
all_samples_summits_57376	chr19	58609647	58610147	.
all_samples_summits_57377	chr19	58616616	58617116	.
all_samples_summits_57378	chr19	58617375	58617875	.
all_samples_summits_57379	chr19	58711070	58711570	.
all_samples_summits_57380	chr19	58860792	58861292	.
all_samples_summits_57381	chr19	58903972	58904472	.
all_samples_summits_57382	chr19	58919074	58919574	.
all_samples_summits_57383	chr19	58942865	58943365	.
all_samples_summits_57384	chr19	58943382	58943882	.
all_samples_summits_57385	chr19	59063477	59063977	.
all_samples_summits_57386	chr19	59066618	59067118	.
all_samples_summits_57387	chr19	59071333	59071833	.
all_samples_summits_57388	chr19	59074919	59075419	.
all_samples_summits_57389	chr19	59075453	59075953	.
all_samples_summits_57390	chr19	59076060	59076560	.
all_samples_summits_57391	chr19	59289750	59290250	.
all_samples_summits_57392	chr19	59338344	59338844	.
all_samples_summits_57393	chr19	59344258	59344758	.
all_samples_summits_57394	chr19	59344962	59345462	.
all_samples_summits_57395	chr19	59345581	59346081	.
all_samples_summits_57396	chr19	59417939	59418439	.
all_samples_summits_57397	chr19	59418610	59419110	.
all_samples_summits_57398	chr19	59843622	59844122	.
all_samples_summits_57399	chr19	59844263	59844763	.
all_samples_summits_57400	chr19	59862415	59862915	.
all_samples_summits_57401	chr19	59879146	59879646	.
all_samples_summits_57402	chr19	59943166	59943666	.
all_samples_summits_57403	chr19	60144297	60144797	.
all_samples_summits_57404	chr19	60226443	60226943	.
all_samples_summits_57405	chr19	60310511	60311011	.
all_samples_summits_57406	chr19	60463880	60464380	.
all_samples_summits_57407	chr19	60580092	60580592	.
all_samples_summits_57408	chr19	60580804	60581304	.
all_samples_summits_57409	chr19	60581488	60581988	.
all_samples_summits_57410	chr19	60608714	60609214	.
all_samples_summits_57411	chr19	60755662	60756162	.
all_samples_summits_57412	chr19	60756654	60757154	.
all_samples_summits_57413	chr19	60789823	60790323	.
all_samples_summits_57414	chr19	60790490	60790990	.
all_samples_summits_57415	chr19	60802630	60803130	.
all_samples_summits_57416	chr19	60811306	60811806	.
all_samples_summits_57417	chr19	60837673	60838173	.
all_samples_summits_57418	chr19	60845645	60846145	.
all_samples_summits_57419	chr19	60861177	60861677	.
all_samples_summits_57420	chr19	60872914	60873414	.
all_samples_summits_57421	chr19	60874308	60874808	.
all_samples_summits_57422	chr19	60889070	60889570	.
all_samples_summits_57423	chr19	60889904	60890404	.
all_samples_summits_57424	chr19	60892107	60892607	.
all_samples_summits_57425	chr19	60939883	60940383	.
all_samples_summits_57426	chr19	60946011	60946511	.
all_samples_summits_57427	chr19	60950377	60950877	.
all_samples_summits_57428	chr19	60972573	60973073	.
all_samples_summits_57429	chr19	61080367	61080867	.
all_samples_summits_57430	chr19	61140612	61141112	.
all_samples_summits_57431	chr19	61151316	61151816	.
all_samples_summits_57432	chr19	61151838	61152338	.
all_samples_summits_57433	chrX	5798406	5798906	.
all_samples_summits_57434	chrX	6398690	6399190	.
all_samples_summits_57435	chrX	6399769	6400269	.
all_samples_summits_57436	chrX	6415282	6415782	.
all_samples_summits_57437	chrX	6446305	6446805	.
all_samples_summits_57438	chrX	7067926	7068426	.
all_samples_summits_57439	chrX	7187633	7188133	.
all_samples_summits_57440	chrX	7188462	7188962	.
all_samples_summits_57441	chrX	7197822	7198322	.
all_samples_summits_57442	chrX	7255938	7256438	.
all_samples_summits_57443	chrX	7259661	7260161	.
all_samples_summits_57444	chrX	7318990	7319490	.
all_samples_summits_57445	chrX	7375632	7376132	.
all_samples_summits_57446	chrX	7420968	7421468	.
all_samples_summits_57447	chrX	7422782	7423282	.
all_samples_summits_57448	chrX	7428816	7429316	.
all_samples_summits_57449	chrX	7429338	7429838	.
all_samples_summits_57450	chrX	7574148	7574648	.
all_samples_summits_57451	chrX	7605188	7605688	.
all_samples_summits_57452	chrX	7638441	7638941	.
all_samples_summits_57453	chrX	7648750	7649250	.
all_samples_summits_57454	chrX	7657080	7657580	.
all_samples_summits_57455	chrX	7658501	7659001	.
